"customer_id","purchase_date","product_category","purchase_amount","payment_method","shipping_address","loyalty_member","return_policy_days","customer_rating","promo_code_used"
"374","4/27/2019","beauty","227.53","mobile payment","Room 159","1","9","3","1"
"375","11/28/2019","electronics","453.9","credit card","Room 1834","","22","1",""
"376","12/1/2020","electronics","245.57","mobile payment","11th Floor","1","13","4","1"
"377","1/22/2019","beauty","435.69","debit card","3rd Floor","","8","4","1"
"378","9/20/2020","home goods","182.68","mobile payment","Apt 690","1","25","4","1"
"379","3/16/2020","sports equipment","247.7","cash","PO Box 91866","","21","5",""
"380","9/6/2021","sports equipment","458.8","credit card","PO Box 17578","","23","4","1"
"381","5/5/2020","clothing","461.12","credit card","Room 779","1","24","5",""
"382","12/21/2019","electronics","155.49","debit card","Apt 1654","1","10","4","1"
"383","12/30/2021","sports equipment","257.4","cash","Apt 976","","23","4","1"
"384","12/1/2021","electronics","362.27","debit card","Suite 43","1","28","3",""
"385","9/15/2019","electronics","112.08","cash","Apt 259","","25","4","1"
"386","4/10/2020","electronics","254.77","credit card","Apt 1155","","17","5","1"
"387","1/19/2020","clothing","263.53","mobile payment","PO Box 97041","","21","1",""
"388","6/28/2020","sports equipment","373.82","credit card","Suite 19","","18","3","1"
"389","12/14/2021","clothing","421.62","debit card","Room 1599","1","23","1","1"
"390","1/17/2019","clothing","444.72","debit card","Room 1466","","23","4",""
"391","3/4/2020","beauty","236.85","credit card","Room 1917","1","18","4","1"
"392","6/20/2019","electronics","377.17","debit card","Apt 119","","24","5","1"
"393","6/7/2021","home goods","118.04","debit card","PO Box 11077","1","23","1",""
"394","5/18/2021","sports equipment","492.01","cash","19th Floor","1","9","4","1"
"395","8/26/2020","electronics","417.4","debit card","Suite 66","1","28","2","1"
"396","12/4/2020","clothing","212.71","credit card","Room 1484","1","21","4",""
"397","6/5/2021","home goods","112.05","mobile payment","Room 377","1","8","1","1"
"398","2/27/2021","electronics","224.12","mobile payment","Apt 891","1","29","4",""
"399","10/22/2019","electronics","123.51","debit card","2nd Floor","1","13","3","1"
"400","3/19/2020","electronics","448.91","credit card","PO Box 52515","","24","2",""
"401","6/18/2019","home goods","269.1","debit card","Apt 111","","13","2","1"
"402","12/22/2021","beauty","392.68","credit card","12th Floor","","28","5","1"
"403","1/9/2021","electronics","474.01","mobile payment","3rd Floor","1","22","1","1"
"404","7/12/2020","clothing","479.16","mobile payment","Suite 8","1","19","1","1"
"405","8/2/2019","electronics","16.39","cash","Suite 55","","25","5",""
"406","1/12/2019","clothing","274.63","mobile payment","Apt 742","","9","2","1"
"407","5/17/2021","sports equipment","143.11","mobile payment","PO Box 99363","1","11","4","1"
"408","6/16/2020","clothing","421.05","debit card","Apt 1626","","11","4","1"
"409","3/9/2020","home goods","296.25","mobile payment","Suite 58","","24","5","1"
"410","7/24/2021","home goods","133.34","credit card","Apt 1957","","7","5","1"
"411","3/21/2019","clothing","311.28","mobile payment","Suite 13","1","27","1",""
"412","5/20/2019","sports equipment","321.96","mobile payment","Room 580","1","21","5",""
"413","11/7/2019","sports equipment","82.78","cash","Suite 60","1","26","1",""
"414","2/4/2019","home goods","453.39","debit card","18th Floor","","20","2","1"
"415","7/25/2019","home goods","414.64","mobile payment","Room 210","1","15","1",""
"416","7/27/2020","clothing","132.54","credit card","PO Box 26933","1","27","2","1"
"417","12/27/2019","home goods","478.59","debit card","7th Floor","","22","3","1"
"418","4/26/2020","beauty","213.66","mobile payment","Suite 76","1","29","5",""
"419","9/15/2019","clothing","323.66","credit card","PO Box 84839","","10","2",""
"420","6/30/2020","sports equipment","144.05","cash","Apt 295","1","21","5","1"
"421","4/24/2021","home goods","349.58","credit card","17th Floor","","28","5",""
"422","12/5/2019","home goods","425.67","debit card","PO Box 51356","1","21","5",""
"423","5/14/2019","sports equipment","18.91","mobile payment","Apt 1994","1","13","4",""
"424","8/27/2021","home goods","301.52","credit card","1st Floor","","23","2",""
"425","3/11/2019","sports equipment","432.46","credit card","9th Floor","1","26","3","1"
"426","7/26/2020","clothing","94.24","cash","PO Box 84324","1","14","3",""
"427","10/11/2020","electronics","452.41","cash","Room 601","1","8","4",""
"428","2/21/2021","clothing","219.11","debit card","Apt 352","1","20","4",""
"429","2/1/2021","electronics","278.97","mobile payment","Apt 1617","","18","1","1"
"430","7/16/2020","electronics","423.44","cash","Suite 4","","23","4","1"
"431","4/26/2021","beauty","172.69","mobile payment","Apt 1847","1","29","3","1"
"432","5/1/2021","home goods","232.14","debit card","9th Floor","","11","2","1"
"433","4/3/2021","home goods","10.65","credit card","Apt 1205","1","19","4","1"
"434","11/16/2020","beauty","449.7","credit card","Apt 100","1","17","1",""
"435","11/7/2019","home goods","449.11","cash","Room 236","","10","4",""
"436","1/3/2021","beauty","272.41","mobile payment","PO Box 90244","","23","1","1"
"437","2/22/2021","home goods","313.19","cash","Suite 18","1","15","1",""
"438","12/4/2020","sports equipment","364.49","debit card","Suite 55","1","20","5","1"
"439","7/21/2019","home goods","230.23","debit card","PO Box 60678","","21","5",""
"440","11/19/2021","electronics","424.21","cash","PO Box 45774","","14","1","1"
"441","9/10/2021","electronics","114.74","debit card","Suite 9","1","21","2",""
"442","1/28/2021","clothing","276.93","cash","9th Floor","1","15","1",""
"443","11/4/2019","electronics","124.75","debit card","Apt 1234","1","20","2","1"
"444","9/16/2020","electronics","175.37","cash","1st Floor","1","23","2","1"
"445","3/12/2020","sports equipment","132.93","credit card","20th Floor","","23","2","1"
"446","2/26/2021","home goods","367.92","debit card","15th Floor","","20","5",""
"447","11/15/2021","beauty","349.23","cash","Room 339","1","23","4","1"
"448","9/17/2020","clothing","400.14","cash","PO Box 99914","1","29","2",""
"449","2/6/2021","clothing","374.45","credit card","Suite 73","","25","3","1"
"450","12/12/2019","beauty","346.79","credit card","Apt 1410","1","27","5","1"
"451","2/9/2019","clothing","248.06","mobile payment","Suite 89","1","11","4","1"
"452","7/18/2019","electronics","424.96","mobile payment","Room 209","1","17","5","1"
"453","6/12/2021","home goods","121.01","mobile payment","17th Floor","","30","1",""
"454","12/20/2021","home goods","409.67","debit card","Room 1736","1","26","5",""
"455","3/6/2020","beauty","475.66","cash","Suite 15","","27","1",""
"456","4/1/2021","home goods","66.56","mobile payment","Room 453","1","16","1",""
"457","12/26/2019","clothing","424.93","cash","9th Floor","1","16","1",""
"458","9/1/2021","beauty","101.98","debit card","PO Box 93755","1","28","2",""
"459","1/17/2020","electronics","238.74","credit card","Room 993","1","19","5","1"
"460","3/13/2020","clothing","471.31","cash","6th Floor","","8","1","1"
"461","9/28/2019","clothing","244.98","debit card","11th Floor","","16","5",""
"462","3/2/2019","beauty","188.08","cash","14th Floor","","19","3",""
"463","9/28/2020","sports equipment","241.91","mobile payment","PO Box 29915","1","30","3","1"
"464","5/26/2020","clothing","155.37","cash","Apt 881","","25","1",""
"465","3/13/2021","home goods","91.86","mobile payment","Room 630","1","10","1",""
"466","12/26/2021","clothing","391.5","cash","PO Box 21618","1","29","2",""
"467","11/14/2019","beauty","277.47","cash","8th Floor","","10","2",""
"468","4/23/2021","beauty","449.87","credit card","Apt 1013","1","16","1","1"
"469","4/13/2019","clothing","440.69","cash","Apt 25","","22","3",""
"470","11/16/2020","clothing","29.25","credit card","Room 10","1","17","2","1"
"471","9/5/2021","sports equipment","180.3","debit card","Suite 91","","26","1",""
"472","3/1/2020","sports equipment","222.13","mobile payment","PO Box 64509","1","19","1",""
"473","9/1/2019","sports equipment","369.16","credit card","11th Floor","","7","3","1"
"474","8/4/2020","electronics","432.94","cash","Room 911","1","16","5",""
"475","2/5/2019","clothing","49.03","cash","10th Floor","","17","3",""
"476","8/11/2020","home goods","395.08","debit card","Room 984","1","29","4",""
"477","3/21/2020","home goods","425.14","mobile payment","2nd Floor","1","27","2","1"
"478","1/7/2019","electronics","235.35","credit card","Suite 9","1","13","1","1"
"479","10/23/2020","sports equipment","78.41","debit card","Suite 68","","26","5","1"
"480","12/29/2020","home goods","178.18","cash","Suite 89","1","30","1",""
"481","12/22/2019","home goods","397.56","mobile payment","Suite 30","1","7","3",""
"482","2/3/2019","home goods","99.49","credit card","Suite 37","1","9","5",""
"483","4/10/2021","beauty","351.91","credit card","Suite 46","1","18","2","1"
"484","1/4/2019","sports equipment","182.9","cash","Suite 80","","9","4","1"
"485","4/22/2021","home goods","446.18","mobile payment","Apt 104","1","16","3",""
"486","4/25/2021","sports equipment","109.15","credit card","5th Floor","","14","4",""
"487","6/20/2020","home goods","52.58","mobile payment","18th Floor","","15","4","1"
"488","6/28/2019","home goods","102.46","mobile payment","Apt 1807","1","22","2",""
"489","3/15/2021","sports equipment","405.18","debit card","10th Floor","1","9","2","1"
"490","10/2/2019","electronics","165.46","cash","PO Box 67690","1","9","5",""
"491","4/27/2021","electronics","482.54","mobile payment","PO Box 23963","","9","5",""
"492","9/22/2021","electronics","192.85","cash","Apt 1568","1","8","1","1"
"493","12/19/2020","beauty","61.82","credit card","PO Box 64817","","18","3","1"
"494","3/20/2021","sports equipment","454.21","debit card","Room 984","","10","4",""
"495","2/17/2021","home goods","401.03","credit card","PO Box 38685","","28","4",""
"496","11/2/2021","sports equipment","104.11","mobile payment","10th Floor","1","19","5",""
"497","6/6/2019","sports equipment","474.44","mobile payment","Apt 1610","","24","4","1"
"498","5/27/2020","clothing","50.62","debit card","Apt 1247","1","28","4","1"
"499","5/25/2021","sports equipment","423.88","cash","Apt 22","1","16","4",""
"500","7/19/2019","home goods","368.33","mobile payment","Room 546","","24","1","1"
"501","10/9/2019","electronics","117.2","mobile payment","Apt 402","","19","3","1"
"502","5/21/2019","beauty","247.42","mobile payment","Room 564","","17","1","1"
"503","12/27/2020","home goods","275.7","cash","Suite 34","","26","4","1"
"504","12/19/2020","sports equipment","342.08","credit card","PO Box 87994","","14","1",""
"505","2/4/2019","home goods","296.58","debit card","Suite 85","","30","1",""
"506","11/11/2021","home goods","188.33","cash","Suite 59","","10","3",""
"507","8/1/2019","home goods","355.03","debit card","Room 1847","","27","1",""
"508","9/27/2020","sports equipment","445.19","cash","PO Box 18877","","21","4","1"
"509","10/13/2020","sports equipment","186.66","credit card","Room 318","","24","4",""
"510","9/10/2020","sports equipment","194.77","debit card","Suite 12","1","26","2",""
"511","12/28/2020","clothing","390.53","cash","Room 1599","","23","4","1"
"512","5/22/2021","sports equipment","434.05","mobile payment","11th Floor","","22","1",""
"513","9/17/2019","clothing","462.48","mobile payment","Apt 937","","21","2",""
"514","8/19/2019","home goods","237.98","mobile payment","PO Box 60946","","13","5",""
"515","5/24/2020","home goods","69.02","mobile payment","Apt 404","1","17","3",""
"516","3/2/2020","sports equipment","92.58","debit card","Suite 28","1","26","3",""
"517","8/27/2020","home goods","42.62","mobile payment","7th Floor","","10","4","1"
"518","11/5/2019","home goods","470.63","mobile payment","Room 514","","19","2","1"
"519","7/28/2019","beauty","160.55","cash","PO Box 54263","","29","5","1"
"520","4/2/2021","home goods","417.13","mobile payment","Suite 53","","23","5","1"
"521","10/4/2019","clothing","496.28","debit card","PO Box 20792","1","11","4","1"
"522","1/11/2019","beauty","161.11","credit card","Suite 39","","9","3","1"
"523","1/19/2021","sports equipment","79.62","cash","PO Box 68860","1","26","1",""
"524","7/2/2020","electronics","479.98","debit card","16th Floor","1","22","5","1"
"525","2/29/2020","clothing","66.98","debit card","Room 1837","1","17","2",""
"526","4/5/2020","beauty","228.44","debit card","Room 1032","","27","3","1"
"527","9/14/2019","electronics","250.7","debit card","Room 74","","20","1",""
"528","5/4/2020","clothing","200.87","debit card","Apt 249","","21","4","1"
"529","5/5/2021","home goods","282.04","debit card","Suite 46","","28","5",""
"530","4/27/2019","clothing","260.2","mobile payment","Suite 8","1","21","3","1"
"531","12/9/2019","beauty","112.51","credit card","18th Floor","","22","1","1"
"532","8/3/2020","sports equipment","491.65","credit card","3rd Floor","","8","5",""
"533","11/22/2019","clothing","469.14","debit card","Apt 305","1","23","1",""
"534","4/28/2020","sports equipment","118.65","debit card","10th Floor","1","10","1","1"
"535","1/23/2019","sports equipment","167.07","debit card","Room 1001","1","16","5",""
"536","1/25/2020","clothing","244.49","mobile payment","Apt 616","1","23","4","1"
"537","12/6/2020","sports equipment","85.2","mobile payment","Suite 63","","14","5",""
"538","10/3/2021","electronics","113.84","credit card","Apt 430","1","13","2","1"
"539","2/8/2020","sports equipment","341.42","debit card","8th Floor","","22","1","1"
"540","11/14/2020","electronics","285.06","mobile payment","5th Floor","1","7","5","1"
"541","3/22/2019","home goods","181.67","mobile payment","14th Floor","","26","3","1"
"542","12/18/2021","electronics","369.9","mobile payment","Room 1657","1","10","2",""
"543","6/12/2020","electronics","128.99","debit card","Apt 448","1","9","5","1"
"544","11/26/2021","beauty","18.79","cash","Apt 47","1","22","1","1"
"545","9/13/2021","beauty","134.32","cash","Room 41","","10","3","1"
"546","1/1/2020","sports equipment","30.46","credit card","Apt 62","1","23","4",""
"547","4/17/2020","sports equipment","379.31","mobile payment","13th Floor","","28","4",""
"548","1/26/2019","electronics","285.99","cash","Suite 47","1","20","5","1"
"549","7/2/2020","sports equipment","199.66","cash","Room 1295","1","19","1","1"
"550","10/21/2021","beauty","200.05","credit card","PO Box 28322","","18","2","1"
"551","7/25/2021","electronics","262.15","debit card","PO Box 68596","","16","5","1"
"552","8/27/2019","sports equipment","55.31","mobile payment","15th Floor","","19","4",""
"553","4/23/2020","clothing","229.01","cash","PO Box 81030","1","30","4",""
"554","5/10/2020","electronics","203.75","cash","Room 1475","1","30","1",""
"555","7/5/2020","sports equipment","131.73","debit card","Room 1428","","14","4",""
"556","8/20/2019","clothing","228.84","debit card","PO Box 33047","1","30","3","1"
"557","1/25/2020","beauty","447.34","cash","PO Box 10122","","27","5",""
"558","6/9/2021","home goods","124.77","mobile payment","PO Box 49095","1","23","1",""
"559","9/10/2019","sports equipment","467.28","credit card","PO Box 37943","","25","1","1"
"560","7/2/2020","sports equipment","439.58","debit card","13th Floor","","20","4","1"
"561","9/17/2019","electronics","50.13","mobile payment","Suite 48","1","24","2","1"
"562","1/30/2021","home goods","20.71","cash","14th Floor","1","11","5","1"
"563","9/27/2020","clothing","288.06","debit card","7th Floor","","19","2","1"
"564","2/14/2019","beauty","430.38","cash","PO Box 11723","","15","5",""
"565","10/23/2020","electronics","51.66","mobile payment","Apt 1337","","27","1","1"
"566","5/16/2019","sports equipment","209.89","debit card","Room 489","","9","4","1"
"567","8/11/2021","beauty","125.92","debit card","Suite 29","","10","4","1"
"568","2/14/2020","beauty","296.64","credit card","Room 1115","1","24","4","1"
"569","8/3/2019","home goods","242.64","credit card","Suite 53","1","15","4",""
"570","10/29/2021","beauty","36.55","credit card","Suite 48","","13","2",""
"571","7/31/2019","beauty","148.01","mobile payment","Room 1320","1","28","4","1"
"572","2/6/2019","home goods","124.06","mobile payment","Room 38","","29","1",""
"573","11/11/2020","electronics","82.07","debit card","Apt 558","1","21","4",""
"574","12/7/2019","beauty","435.94","credit card","10th Floor","1","28","3",""
"575","8/26/2020","sports equipment","276.34","mobile payment","Apt 356","1","23","3",""
"576","5/31/2020","electronics","155.11","cash","Suite 42","","27","5","1"
"577","8/9/2019","beauty","305.63","mobile payment","PO Box 85574","","14","2","1"
"578","5/30/2019","home goods","333.37","debit card","Suite 79","","29","3","1"
"579","9/14/2019","clothing","394.97","mobile payment","Apt 1361","","13","3",""
"580","11/28/2020","clothing","276.17","cash","11th Floor","","24","1","1"
"581","4/19/2019","beauty","352.57","cash","15th Floor","","16","5","1"
"582","6/20/2021","sports equipment","108.61","cash","11th Floor","","18","4","1"
"583","10/4/2021","sports equipment","286.65","mobile payment","Apt 993","1","30","1","1"
"584","9/28/2021","sports equipment","355.78","debit card","Apt 1152","","17","2",""
"585","6/23/2021","sports equipment","105.56","credit card","19th Floor","1","7","5","1"
"586","9/17/2021","sports equipment","49.85","debit card","11th Floor","","26","3",""
"587","5/13/2021","home goods","309.96","credit card","13th Floor","","13","3",""
"588","5/22/2021","beauty","490.24","credit card","Suite 21","1","13","4",""
"589","11/14/2021","beauty","205.82","credit card","PO Box 50655","","7","2",""
"590","2/24/2020","sports equipment","22.26","credit card","Suite 72","1","13","3",""
"591","10/17/2021","electronics","162.43","cash","Suite 56","","25","5","1"
"592","9/10/2020","home goods","392.88","debit card","Apt 358","1","20","3","1"
"593","11/24/2021","electronics","457.99","credit card","Suite 22","","8","3",""
"594","7/31/2019","home goods","91.93","credit card","Room 103","","29","4",""
"595","4/30/2021","sports equipment","188.7","debit card","Room 546","1","22","2","1"
"596","11/22/2021","beauty","389.63","cash","Apt 594","","29","3","1"
"597","2/4/2019","electronics","47.3","mobile payment","13th Floor","1","17","2",""
"598","7/13/2019","home goods","395.48","cash","Suite 47","","8","1","1"
"599","1/9/2021","electronics","187.29","cash","Suite 41","","18","1","1"
"600","1/10/2020","sports equipment","219.57","debit card","Suite 23","","29","1",""
"601","7/18/2019","clothing","310.03","credit card","Apt 1660","","29","4","1"
"602","12/24/2019","sports equipment","446.77","credit card","Apt 2000","1","10","2",""
"603","9/3/2021","sports equipment","197.23","mobile payment","Suite 22","","28","2","1"
"604","3/5/2020","beauty","11.53","debit card","Room 591","1","9","4",""
"605","1/17/2021","beauty","380.71","credit card","PO Box 26736","1","14","3","1"
"606","5/20/2019","electronics","431.84","debit card","Suite 4","1","16","4","1"
"607","7/11/2019","sports equipment","25.25","mobile payment","Room 930","1","24","4","1"
"608","8/30/2019","beauty","282.85","cash","Room 26","","19","5","1"
"609","6/25/2019","home goods","237.38","debit card","PO Box 82752","1","10","5","1"
"610","6/3/2019","home goods","41.2","mobile payment","Apt 304","","11","4","1"
"611","3/16/2021","electronics","212.12","mobile payment","17th Floor","","22","4","1"
"612","5/4/2019","beauty","222.51","mobile payment","Room 19","1","25","2","1"
"613","11/2/2020","sports equipment","220.32","cash","Suite 46","","28","3",""
"614","1/4/2021","clothing","330.91","mobile payment","Apt 116","","28","4",""
"615","4/17/2019","sports equipment","252.0","mobile payment","Room 1337","1","14","2","1"
"616","3/27/2021","sports equipment","293.58","mobile payment","PO Box 26409","1","23","5",""
"617","3/2/2019","beauty","470.12","debit card","Apt 822","","17","5",""
"618","4/28/2020","beauty","24.76","cash","Room 1995","1","25","4","1"
"619","3/13/2021","sports equipment","404.58","credit card","Apt 1554","1","7","2",""
"620","7/7/2021","home goods","334.39","mobile payment","Apt 963","1","10","4",""
"621","9/21/2021","clothing","373.16","debit card","Suite 100","","17","3",""
"622","10/11/2020","home goods","414.22","cash","Room 1188","","16","4","1"
"623","9/23/2019","home goods","162.41","credit card","Room 16","","7","1",""
"624","11/21/2020","beauty","399.81","cash","Room 1055","","7","5","1"
"625","6/19/2019","sports equipment","193.45","credit card","Room 1427","1","11","1","1"
"626","5/20/2019","clothing","176.32","mobile payment","Suite 18","1","18","3",""
"627","5/18/2019","clothing","287.45","mobile payment","11th Floor","1","13","5",""
"628","10/15/2021","electronics","260.6","credit card","Suite 37","1","7","2",""
"629","10/25/2020","home goods","319.5","cash","12th Floor","1","27","5",""
"630","4/5/2021","electronics","297.34","cash","Apt 313","1","19","2","1"
"631","3/10/2019","electronics","46.45","mobile payment","PO Box 12664","1","14","3","1"
"632","9/6/2019","sports equipment","397.46","mobile payment","PO Box 14800","1","7","4",""
"633","4/22/2021","clothing","433.62","debit card","Apt 1670","1","17","3","1"
"634","10/10/2020","sports equipment","342.09","debit card","Suite 32","","28","5",""
"635","8/24/2019","sports equipment","243.79","cash","Apt 1668","1","17","2",""
"636","3/17/2019","sports equipment","462.26","credit card","Room 1053","1","12","1","1"
"637","11/30/2021","clothing","429.93","credit card","Room 396","","13","5","1"
"638","7/9/2019","sports equipment","188.35","credit card","Apt 521","","11","3","1"
"639","8/21/2021","sports equipment","226.87","cash","PO Box 44571","","23","4","1"
"640","7/28/2021","beauty","417.22","credit card","12th Floor","1","9","3",""
"641","4/12/2021","clothing","108.26","cash","Apt 465","","27","5",""
"642","8/8/2020","beauty","182.12","credit card","Apt 706","","9","2","1"
"643","2/19/2021","clothing","449.56","debit card","Apt 398","1","19","2",""
"644","4/6/2021","sports equipment","50.49","mobile payment","16th Floor","1","12","1","1"
"645","8/30/2020","beauty","59.7","cash","Apt 874","","24","4","1"
"646","4/7/2021","electronics","84.84","debit card","Suite 88","1","14","5","1"
"647","4/29/2019","sports equipment","97.0","credit card","16th Floor","","17","5",""
"648","9/20/2019","sports equipment","296.69","credit card","Room 1473","","18","5","1"
"649","10/18/2021","electronics","30.38","debit card","PO Box 77491","1","19","5",""
"650","5/15/2019","sports equipment","180.72","mobile payment","Room 1489","","22","2",""
"651","11/8/2021","sports equipment","391.79","debit card","Room 280","1","12","5","1"
"652","7/2/2019","clothing","482.7","mobile payment","Room 730","1","14","2",""
"653","10/27/2021","home goods","38.95","credit card","PO Box 45017","1","14","5",""
"654","8/11/2021","sports equipment","286.62","mobile payment","18th Floor","","17","2",""
"655","2/10/2020","clothing","461.15","cash","Apt 2000","","14","3",""
"656","6/12/2019","sports equipment","266.03","cash","13th Floor","","9","2",""
"657","5/30/2020","clothing","18.96","debit card","Room 362","1","27","5",""
"658","4/10/2020","beauty","362.08","debit card","Suite 73","","13","1","1"
"659","9/24/2021","clothing","457.87","credit card","9th Floor","","10","3",""
"660","9/19/2021","beauty","163.96","cash","Room 128","","25","4","1"
"661","7/2/2021","electronics","226.15","cash","Room 1392","","19","4","1"
"662","7/6/2020","clothing","31.07","mobile payment","Room 929","","20","2",""
"663","12/5/2021","home goods","228.56","cash","Apt 1336","","25","3",""
"664","12/15/2019","clothing","400.0","mobile payment","Room 825","1","10","2","1"
"665","12/26/2020","electronics","154.55","debit card","Apt 438","","19","2",""
"666","3/18/2021","beauty","280.91","credit card","Apt 1261","1","13","1","1"
"667","3/16/2021","clothing","60.95","mobile payment","PO Box 49911","","7","2","1"
"668","12/27/2019","sports equipment","400.39","mobile payment","Room 1852","1","16","2",""
"669","4/14/2021","home goods","44.73","cash","1st Floor","","29","1",""
"670","2/26/2021","clothing","54.97","cash","Apt 1035","1","14","3","1"
"671","5/14/2021","home goods","160.41","mobile payment","PO Box 5134","1","20","1",""
"672","12/13/2019","clothing","145.15","mobile payment","Apt 1373","1","11","5","1"
"673","6/2/2020","beauty","19.21","debit card","14th Floor","1","23","3",""
"674","3/9/2019","home goods","295.28","cash","Apt 1400","","18","3","1"
"675","11/18/2020","sports equipment","268.65","debit card","18th Floor","","11","5","1"
"676","6/24/2019","sports equipment","320.96","mobile payment","PO Box 49087","","9","4",""
"677","3/16/2020","clothing","177.54","credit card","PO Box 99950","1","12","4","1"
"678","9/2/2020","electronics","377.32","credit card","17th Floor","","28","4",""
"679","12/27/2021","home goods","114.15","mobile payment","Room 1452","1","19","2",""
"680","9/24/2021","sports equipment","62.13","credit card","PO Box 25055","1","30","5","1"
"681","9/14/2020","home goods","330.07","mobile payment","19th Floor","1","17","5",""
"682","4/9/2020","clothing","76.99","mobile payment","Apt 1678","1","10","4","1"
"683","8/4/2019","electronics","19.32","credit card","12th Floor","1","9","2","1"
"684","2/1/2019","electronics","323.51","credit card","Suite 86","","16","4","1"
"685","4/24/2019","clothing","236.71","cash","Room 1376","1","24","5",""
"686","8/11/2021","clothing","75.26","mobile payment","Room 1351","1","23","3","1"
"687","10/16/2020","clothing","126.61","cash","PO Box 71787","1","23","5",""
"688","1/28/2021","home goods","40.4","debit card","1st Floor","1","23","5","1"
"689","9/22/2020","beauty","102.23","debit card","17th Floor","1","23","5","1"
"690","9/23/2020","electronics","256.69","cash","Suite 20","","12","1",""
"691","8/2/2021","electronics","257.66","credit card","Room 355","","8","2",""
"692","5/21/2020","beauty","392.42","credit card","PO Box 83503","1","24","1",""
"693","8/16/2019","clothing","37.75","mobile payment","Room 239","","9","2",""
"694","5/26/2019","sports equipment","336.05","debit card","7th Floor","","29","1","1"
"695","10/21/2019","clothing","159.17","mobile payment","Apt 1611","1","21","2","1"
"696","9/13/2019","beauty","264.76","credit card","3rd Floor","","26","1","1"
"697","6/16/2019","electronics","27.2","debit card","PO Box 73793","","25","5","1"
"698","11/26/2021","home goods","288.08","credit card","Room 856","","9","4","1"
"699","4/21/2021","home goods","356.95","debit card","7th Floor","","22","2",""
"700","7/8/2020","electronics","300.49","debit card","PO Box 33751","1","19","3","1"
"701","9/28/2020","clothing","61.61","debit card","PO Box 26638","1","9","4","1"
"702","4/23/2020","home goods","125.89","cash","Apt 1494","1","24","5","1"
"703","3/3/2021","beauty","240.77","cash","PO Box 58107","1","14","5","1"
"704","6/18/2021","home goods","486.2","mobile payment","5th Floor","","16","1","1"
"705","8/8/2019","sports equipment","403.46","debit card","17th Floor","1","7","2","1"
"706","12/26/2021","beauty","10.88","debit card","Suite 70","","21","3",""
"707","5/4/2019","beauty","272.16","credit card","10th Floor","","21","1",""
"708","11/4/2019","electronics","141.15","cash","3rd Floor","1","7","4","1"
"709","6/6/2020","home goods","126.19","mobile payment","PO Box 47316","1","30","1","1"
"710","3/31/2019","clothing","107.77","cash","Suite 31","1","19","4","1"
"711","6/19/2021","clothing","382.92","cash","Room 1429","","24","5","1"
"712","5/3/2020","home goods","211.49","credit card","Suite 4","","23","3",""
"713","7/3/2021","clothing","498.63","debit card","Apt 1855","1","28","1",""
"714","11/19/2019","beauty","113.08","cash","Apt 831","","29","4",""
"715","9/5/2021","sports equipment","95.03","credit card","12th Floor","1","14","1",""
"716","10/2/2020","home goods","86.41","cash","Suite 78","1","25","2",""
"717","6/5/2019","home goods","23.81","cash","Suite 77","","30","4","1"
"718","1/16/2020","clothing","97.84","mobile payment","Suite 100","1","24","2","1"
"719","4/13/2019","clothing","133.23","mobile payment","PO Box 25600","","19","2","1"
"720","4/3/2019","electronics","88.24","credit card","Apt 1459","1","21","1","1"
"721","10/26/2020","clothing","398.06","mobile payment","9th Floor","","8","3","1"
"722","10/9/2021","clothing","460.12","debit card","PO Box 2696","1","17","1","1"
"723","9/9/2020","beauty","339.74","mobile payment","7th Floor","1","20","2","1"
"724","11/17/2021","clothing","456.75","credit card","PO Box 56622","1","24","2",""
"725","1/28/2021","beauty","430.91","credit card","Room 465","1","12","4",""
"726","10/13/2021","beauty","418.92","debit card","Suite 95","1","16","3","1"
"727","1/28/2021","sports equipment","55.48","cash","PO Box 85026","1","24","1",""
"728","5/13/2021","sports equipment","92.89","debit card","Room 1756","","28","4",""
"729","5/19/2021","clothing","222.86","mobile payment","PO Box 84326","","11","1","1"
"730","8/14/2019","home goods","159.43","credit card","PO Box 1554","1","19","5","1"
"731","3/1/2019","clothing","316.73","debit card","Suite 60","","25","1",""
"732","10/2/2020","beauty","280.27","debit card","PO Box 83532","1","10","2",""
"733","4/15/2020","clothing","400.93","cash","Apt 653","","7","2",""
"734","7/16/2019","sports equipment","76.55","cash","PO Box 96584","","22","1",""
"735","7/14/2019","sports equipment","365.4","cash","7th Floor","1","18","4",""
"736","5/5/2020","clothing","42.73","mobile payment","PO Box 87515","1","26","4","1"
"737","6/20/2020","electronics","89.44","credit card","Room 1004","1","9","5","1"
"738","10/28/2020","home goods","326.06","debit card","Room 1808","1","24","4","1"
"739","10/22/2019","electronics","210.98","mobile payment","Suite 87","","10","1",""
"740","12/19/2021","electronics","262.44","debit card","8th Floor","1","27","5","1"
"741","7/30/2019","beauty","165.18","debit card","PO Box 41884","","18","1","1"
"742","11/29/2020","clothing","244.93","credit card","18th Floor","","18","3","1"
"743","12/25/2021","beauty","104.78","debit card","Room 495","","12","5","1"
"744","7/31/2020","sports equipment","99.26","debit card","Apt 672","","8","5",""
"745","5/22/2019","sports equipment","231.5","debit card","16th Floor","","19","1","1"
"746","6/3/2021","clothing","189.74","cash","Suite 34","1","13","3",""
"747","3/23/2019","electronics","139.9","debit card","Apt 1241","1","17","5",""
"748","3/13/2019","home goods","343.68","cash","Suite 81","1","10","3",""
